x,y,population_density,traffic_flow,competitor_count,is_commercial
8.101.133.946.791.800,12.907.124.693.088.100,9.174.264.379.395.360,6.270.202.208.162.080,3,0
8.670.723.185.801.030,29.785.939.839.021.100,1.192.295.977.938.340,4.431.840.381.002.400,0,0
9.132.405.525.564.710,7.800.480.870.400.430,2.085.653.970.754.260,5.511.982.230.306.230,1,0
5.113.423.988.609.370,4.716.263.651.952.610,9.742.737.792.232.700,2.055.817.784.530.880,6,1
5.015.162.946.871.990,22.748.160.369.353.900,4.288.380.627.783.310,21.127.232.472.109.400,2,0
7.982.951.789.667.750,1.661.849.996.097.490,12.966.580.495.363.700,4.975.099.822.917.520,0,0
6.499.639.307.777.650,3.327.294.765.103.790,577.985.189.238.038,1.186.130.678.650.700,4,1
7.019.668.772.577.030,9.399.243.728.857.080,7.615.870.236.907.950,6.362.009.112.998.380,0,0
7.957.926.694.361.010,3.430.267.125.900.240,2.386.057.714.159.710,5.423.105.782.155.490,2,0
8.900.053.418.175.660,9.881.240.759.546.350,-8.964.548.293.514.120,5.252.744.707.599.170,0,0
3.379.951.568.515.350,48.523.045.576.535.600,72.726.624.138.076,791.612.160.958.136,5,1
375.582.952.639.944,17.916.391.829.015.000,2.275.390.294.933.110,11.631.736.245.016.000,3,0
93.981.939.840.869,8.911.400.917.935.090,23.016.069.714.874.000,5.165.461.748.364.050,0,0
578.280.140.996.174,4.603.553.731.348.260,909.859.787.461.373,15.609.382.006.515.900,3,1
35.942.273.796.742.000,7.096.713.435.045.240,-67.858.756.487.763.600,7.441.240.072.877.820,0,0
4.655.980.181.324.600,9.837.115.832.091.510,6.961.416.568.898.500,18.299.506.050.677.200,2,0
5.426.446.347.075.760,50.175.350.319.974,9.689.138.805.734.840,19.875.672.891.669.400,0,0
2.865.412.521.282.840,9.669.455.978.756.710,9.453.984.848.779.350,7.393.438.117.621.200,0,0
5.908.332.605.690.100,7.204.567.414.627.560,5.197.229.265.590.180,14.915.697.596.584.900,3,1
3.050.024.993.904.940,281.825.003.295.472,5.319.259.825.972.850,41.350.361.426.633.900,0,0
37.348.188.749.214.400,18.430.139.695.009.900,7.512.378.410.555.670,4.232.082.064.987.740,0,0
8.226.005.606.596.580,39.361.879.819.729.400,1.706.745.612.252.100,4.564.487.428.946.890,0,0
36.019.064.141.126.200,21.846.711.986.201.800,4.768.326.160.404.050,8.858.960.478.289.610,0,0
12.706.051.265.188.400,774.485.603.119.791,7.177.168.040.803.440,4.010.853.933.500.690,0,0
52.224.326.005.480.400,13.443.342.736.955,21.694.197.471.280.900,18.151.003.719.753.800,0,0
7.699.935.530.986.100,4.677.206.159.711.500,4.161.465.447.582.650,6.737.764.358.980.500,7,0
21.582.102.749.684.300,605.896.815.179.483,379.068.612.159.827,5.882.983.502.483.210,2,0
6.228.904.758.190.000,42.835.180.056.884.600,842.705.303.323.876,12.835.404.002.002.500,2,1
85.347.464.993.768,27.106.652.336.233.100,9.511.531.321.440.950,5.591.602.289.282.400,1,1
516.817.211.686.077,7.835.015.025.879.080,-8.541.218.327.507.070,5.167.615.756.904.610,0,0
531.354.631.568.148,10.513.224.541.653.400,8.653.213.422.766.290,2.074.117.440.228.740,0,0
5.406.351.216.101.060,761.889.894.377.484,39.941.485.030.925.700,18.200.571.154.551.300,3,0
63.742.990.149.820.600,8.933.044.937.881.220,9.016.821.047.456.370,109.406.605.448.034,1,0
7.260.913.337.226.610,4.328.399.210.571.720,4.869.478.948.709.070,6.911.435.201.209.780,0,0
9.758.520.794.625.340,53.554.247.309.779.800,44.663.464.121.870.900,36.789.723.670.935.800,0,0
51.630.034.830.119.500,47.698.339.261.765.300,10.084.740.460.369.000,22.898.630.735.385.600,3,0
322.956.472.941.246,38.920.861.862.343.800,5.329.199.946.254.640,8.157.929.413.587.570,3,1
7.951.861.947.687.030,8.874.245.353.703.600,19.207.801.484.213.500,5.334.290.286.772.470,0,0
27.083.225.126.207.400,8.939.335.106.699.900,8.484.601.572.205.250,734.250.464.926.663,0,0
4.389.714.207.056.360,33.581.636.464.153.400,7.001.539.794.374.440,18.366.265.187.440.200,3,0
7.845.638.134.226.590,615.069.754.014.698,11.117.413.287.777.300,50.401.548.736.245,0,0
2.535.074.341.545.750,9.269.075.621.458.640,-17.479.336.552.286.700,5.130.321.720.458.720,0,0
9.626.484.146.779.250,9.620.584.989.413.510,-24.572.534.195.648.400,34.961.889.074.532.800,0,0
8.359.801.205.122.050,50.895.904.042.204.700,22.844.758.956.574.500,4.496.607.492.120.320,1,1
6.959.742.060.936.970,4.528.248.052.843.260,6.089.587.271.934.980,7.715.667.167.225.880,4,1
4.089.529.444.142.690,27.869.431.592.852.500,5.333.544.080.507.810,15.354.165.726.727.900,4,0
17.329.432.007.084.500,95.887.187.319.041,-4.247.877.355.524.930,6.293.332.211.458.730,0,0
15.643.704.267.108.600,14.281.430.447.286.700,39.789.355.175.553.000,4.920.517.729.448.920,1,0
25.024.289.816.459.500,579.829.576.047.725,38.343.903.095.890.200,42.757.797.859.306.700,2,1
5.492.266.647.061.200,28.255.026.751.863.800,4.876.537.680.735.030,19.345.070.646.290.300,6,0
7.145.959.227.000.620,2.790.082.903.477.960,33.441.589.589.574.800,7.936.111.232.870.920,1,0
6.601.973.767.177.310,40.496.858.737.618.800,664.460.230.137.591,10.055.646.014.895.600,4,1
27.993.389.694.594.200,9.987.929.358.156.540,3.783.129.854.946.050,6.168.251.972.946.030,0,0
9.548.652.806.631.940,54.966.306.839.822.000,33.963.861.172.110.600,6.044.868.290.751.020,0,0
7.378.969.166.957.680,5.785.418.182.035.310,44.193.480.288.743.100,9.314.327.133.529.300,1,0
5.543.540.525.114.000,8.257.215.803.527.710,9.617.388.901.151.040,18.055.265.679.803.500,0,0
6.117.207.462.343.520,15.452.082.999.051.800,2.580.126.086.949.170,11.724.604.822.442.300,2,0
4.196.000.624.277.890,4.395.629.417.728.980,873.812.398.112.176,15.271.069.651.953.500,6,1
24.773.098.950.115.700,5.104.601.313.464.410,4.727.945.278.620.130,6.248.025.284.859.210,3,0
35.597.267.865.126.100,258.792.408.364.524,3.730.477.625.567.140,8.711.916.563.687.440,1,0
7.578.461.104.643.690,31.645.713.087.441.600,2.304.395.678.723.510,5.709.406.048.401.010,1,0
14.393.488.629.755.800,8.696.702.025.593.300,-5.511.973.280.420.150,5.380.450.272.249.440,0,0
11.607.264.050.691.600,3.032.197.838.442.500,8.026.409.263.974.770,6.544.569.659.815.090,1,0
4.600.264.202.175.270,966.558.439.380.544,36.687.727.930.904.800,6.310.696.495.038.750,0,0
4.072.880.231.897.010,9.447.073.816.724.810,29.692.783.729.341.400,5.864.979.070.880.920,0,0
8.554.605.840.110.070,334.878.290.136.985,17.399.738.278.549.500,28.643.847.109.803.000,1,0
7.036.578.593.800.230,5.708.539.362.787.610,5.296.098.861.066.410,7.806.611.539.901.050,6,0
4.741.738.290.873.250,9.095.953.911.109.440,17.026.798.145.240.300,20.213.519.544.432.100,3,0
9.783.416.065.100.140,6.183.822.640.896.670,-2.266.373.326.275.780,526.055.764.906.213,0,0
4.916.158.751.168.320,8.106.835.703.375.910,30.534.871.217.793.300,18.217.150.250.050.300,2,0
4.734.717.707.805.650,9.483.695.527.889.180,8.000.935.804.036.250,18.704.594.035.683.300,0,0
17.320.186.991.001.500,9.132.573.433.355.700,2.740.978.039.434.970,3.905.126.018.495.330,0,0
43.385.164.923.797.300,16.144.768.603.292.100,2.661.135.537.652.770,15.037.465.989.668.000,2,0
3.985.047.343.973.730,9.607.463.027.713.550,4.073.922.859.145.420,1.395.901.617.977.160,0,0
61.585.009.805.221.600,5.375.401.436.403.460,7.902.992.491.075.100,11.869.657.353.918.000,8,0
6.350.936.508.676.430,14.196.634.471.723.700,4.226.085.557.929.040,13.648.004.448.657.500,0,0
4.530.400.977.204.450,25.763.199.876.352.900,24.207.461.111.973.100,4.831.714.026.523.200,0,0
3.746.126.146.264.710,4.499.436.742.688.590,8.975.688.361.753.630,1.312.802.807.181.550,7,0
6.258.599.157.142.360,6.929.089.110.247.670,5.355.045.108.504.730,10.224.727.133.909.500,2,0
5.031.362.585.800.870,7.331.603.781.367.990,4.945.039.986.527.870,19.462.535.139.334.600,4,1
8.564.898.411.883.220,9.954.215.129.254.560,-22.184.582.459.566.100,5.122.987.955.280.510,0,0
658.693.631.618.945,287.511.199.383.759,35.871.058.183.951.700,8.350.132.193.541.330,3,0
1.629.344.270.814.290,5.382.201.018.684.750,2.065.447.106.591.950,46.289.689.076.237.900,2,0
7.056.874.740.042.980,53.332.354.785.960.500,10.181.812.085.186.500,4.783.533.842.326.210,0,0
6.424.192.782.063.150,4.056.452.594.472.370,7.371.374.164.319.080,10.206.682.830.602.900,2,1
26.511.310.541.621.800,1.691.618.938.424.200,49.094.169.360.601.800,685.532.173.099.581,0,0
5.857.755.812.734.630,9.774.565.631.838.420,5.965.786.968.782.060,1.576.130.759.129.390,0,0
9.402.302.414.249.570,853.317.186.666.586,8.935.637.854.302.250,5.480.438.930.272.790,0,0
575.474.177.875.879,4.983.330.282.942.370,9.393.035.498.905.370,16.821.926.555.159.400,4,1
38.816.992.620.652.100,6.032.454.226.840.290,733.026.411.964.327,13.639.153.373.970.500,5,0
6.432.882.184.423.530,2.272.610.535.596.620,35.684.627.892.663.000,1.029.058.646.349.160,2,0
45.825.289.049.151.600,5.437.870.703.917.460,9.496.035.104.533.850,1.842.747.063.552.540,8,0
5.456.167.893.159.340,6.949.701.331.214.750,6.032.264.191.316.220,1.868.459.297.447.180,1,0
9.414.648.087.765.250,5.151.670.283.865.880,20.772.056.846.718.500,6.157.683.139.670.110,0,0
38.610.263.780.077.400,9.902.851.705.849.410,3.627.088.268.731.900,13.967.656.658.532.500,0,0
9.611.905.638.239.140,6.113.416.562.477.260,850.788.937.486.582,47.599.624.687.192.400,1,0
9.053.506.419.560.630,3.709.737.125.921.690,7.211.431.705.997.740,5.771.900.307.442.490,0,0
19.579.113.478.929.600,7.721.520.276.158.380,10.208.146.451.142.900,49.521.540.872.044.400,0,0
69.361.300.875.165.400,17.046.251.158.164.200,49.116.593.303.980.800,50.352.801.706.423.900,0,0
10.077.800.137.742.600,38.451.581.370.626.600,7.114.828.889.331.290,45.316.674.570.810.300,0,0
18.221.825.651.549.700,3.469.589.503.775.850,7.273.550.873.042.740,481.849.159.685.252,0,0
944.429.607.559.284,43.180.709.510.777.700,10.477.942.643.024.600,6.345.352.876.382.310,1,0
6.830.067.734.163.560,7.817.798.259.287.260,23.220.761.631.138.700,7.903.241.118.012.110,2,0
7.118.864.846.022.890,4.841.730.321.634.070,6.638.011.849.833.280,5.136.807.283.341.020,0,0
3.189.756.302.937.610,7.940.144.502.659.620,23.667.370.696.774.900,6.466.876.554.137.460,0,0
8.448.753.109.694.540,5.764.889.031.398.650,28.395.972.775.270.600,47.299.631.383.174.000,1,0
23.271.935.735.825.800,34.206.943.465.755.500,6.618.379.078.641.090,4.758.859.274.365.240,0,0
8.144.684.825.889.350,8.099.787.436.834.720,6.147.532.238.181.150,42.776.913.612.271.100,1,0
28.185.477.477.339.900,23.828.967.055.309.100,26.840.551.934.971.200,6.410.803.169.653.300,1,0
11.816.482.762.165.600,2.243.829.797.997.950,5.303.419.903.917.040,4.581.053.603.508.130,0,0
6.967.371.653.641.500,5.045.029.240.548.350,6.575.031.583.897.400,7.245.762.894.431.110,3,0
628.942.846.779.884,26.084.924.596.208.800,4.216.281.856.385.320,11.653.660.689.034.900,3,0
8.774.720.135.270.520,9.087.034.951.216.320,-8.001.090.069.229.850,40.563.256.208.896.200,0,0
7.350.710.438.038.850,6.482.975.272.988.010,3.506.201.423.809.440,5.547.906.813.497.700,2,0
8.034.809.303.848.480,511.093.821.472.398,34.408.397.785.748.200,522.739.474.875.071,1,0
28.203.457.257.130.600,4.455.178.144.931.610,536.627.575.939.447,7.578.894.114.378.170,5,1
17.743.954.377.972.200,9.669.685.146.183.150,-1.287.264.931.085.640,5.339.280.640.931.940,0,0
7.506.147.516.408.580,5.711.991.839.629.130,40.906.448.749.213.400,4.987.055.134.725.330,0,1
806.834.739.267.264,8.634.315.777.893.840,1.951.239.741.116.610,5.534.431.064.405.850,0,0
9.905.051.420.006.730,13.945.023.620.516.000,7.080.246.887.803.590,6.707.638.349.719.370,0,0
4.126.176.769.114.260,5.692.064.631.294.270,9.224.660.882.371.840,16.156.348.714.466.800,8,1
37.201.808.579.278.300,867.979.626.730.903,17.411.279.848.671.900,12.160.819.322.218.300,3,0
7.764.129.607.419.960,583.105.757.279.898,4.186.784.736.723.290,6.054.439.358.958.370,1,0
3.408.035.402.530.170,7.180.141.781.270.010,4.286.255.088.868.910,10.664.342.730.246.900,0,0
9.307.573.256.035.640,3.720.435.678.122.070,11.095.806.131.293.800,6.077.029.231.528.710,0,0
8.584.127.518.430.110,9.244.951.703.706.660,8.439.585.344.493.230,5.591.117.409.453.430,0,1
4.289.940.273.750.180,4.579.002.951.270.710,9.296.667.784.707.150,17.726.235.992.674.400,7,0
7.508.710.677.914.970,3.944.793.908.388.570,39.056.337.067.586.500,45.631.815.676.485.200,2,0
7.545.428.740.846.820,8.670.601.823.789.470,11.355.329.322.816.300,4.085.426.008.097.480,1,0
1.031.238.688.359.320,24.399.530.235.247.200,10.515.241.020.090.800,516.279.754.569.682,1,0
9.025.529.066.795.660,966.734.227.535.108,-5.735.305.358.636.960,5.073.222.691.040.150,0,0
50.525.237.244.785.700,9.581.381.198.044.960,5.086.686.077.243.920,19.435.413.647.658.400,2,0
8.264.574.661.077.410,2.476.316.430.714.380,12.320.477.608.707.900,5.898.606.504.956.560,1,0
3.200.496.010.306.110,3.480.519.554.773.200,5.248.288.552.497.910,6.108.268.032.238.390,3,1
8.955.232.284.962.000,8.955.557.408.738.850,4.395.745.488.064.300,4.471.240.446.149.870,0,0
3.892.016.787.341.630,9.666.222.208.961.070,13.682.251.313.366.700,12.634.286.465.460.500,0,0
1.083.765.148.029.830,443.439.102.836.044,10.561.616.922.351.200,33.637.937.573.455.000,2,0
9.053.819.764.192.630,32.099.704.564.089.700,6.665.336.141.310.900,6.498.782.470.631.290,0,0
9.128.667.678.613.350,526.094.013.251.542,11.492.234.040.178.500,364.433.643.010.904,0,0
3.193.136.375.904.140,6.877.692.063.657.340,40.084.403.285.690.200,7.343.622.820.984.990,1,0
950.061.967.050.805,2.734.745.153.749.790,12.281.216.513.214.600,5.908.579.063.643.730,0,0
9.506.071.469.375.560,7.364.731.746.190.720,4.654.055.898.259.720,5.646.630.114.661.410,1,0
5.734.378.881.232.860,5.165.735.711.464.100,50.240.727.312.663.900,15.346.455.480.186.200,0,0
63.183.721.216.979.900,4.929.449.276.441.640,8.943.415.916.335.650,11.972.719.457.381.300,0,0
4.484.455.219.783.190,38.628.770.514.554.500,846.028.563.347.193,1.842.316.329.624.500,2,1
29.321.077.169.806.400,3.534.731.920.607.200,4.423.966.008.906.900,9.101.233.571.167.380,3,1
328.664.545.369.916,3.156.332.153.671.520,4.782.301.097.252.880,8.860.446.582.587.830,6,1
6.725.184.560.770.380,49.101.976.266.891,6.638.783.912.561.960,8.245.672.634.235.490,2,1
75.237.452.943.768,3.207.335.823.115.710,28.704.982.819.361.700,4.764.392.011.654.270,0,0
7.915.790.437.258.480,19.225.791.846.809.100,4.545.760.491.506.460,44.695.240.405.407.700,0,0
7.896.181.427.945.530,30.946.954.908.860.000,1.829.086.982.692.300,44.005.332.797.113.700,0,1
9.120.610.304.869.030,974.904.272.810.235,616.155.703.336.115,6.374.624.880.507.670,2,0
49.442.030.470.258.100,4.111.134.169.948.480,9.548.501.951.803.450,19.994.638.329.574.800,4,1
5.755.876.001.664.420,4.447.127.768.583.350,8.528.783.260.239.480,5.566.089.181.403.550,0,0
5.495.288.823.237.350,57.654.498.995.114.000,9.512.006.000.404.910,19.782.772.635.816,2,1
441.530.501.373.377,9.833.407.684.142.260,46.863.408.676.571.100,15.284.692.445.983.800,0,0
8.877.041.827.582.990,24.160.127.643.576.300,5.899.835.133.667.130,6.287.040.578.244.120,0,0
3.509.150.125.520.780,6.812.821.105.324.330,5.039.644.363.413.000,9.992.276.784.719.910,2,1
11.706.701.642.760.500,7.159.846.935.417.240,8.552.249.246.313.670,5.444.863.471.331.640,0,0
14.299.168.205.283.500,6.073.244.167.930.650,16.956.222.424.786.000,4.197.208.715.099.150,2,0
7.615.106.317.174.720,8.857.833.963.664.400,8.556.961.454.392.380,4.735.861.277.928.500,1,1
6.182.180.633.162.610,6.768.722.758.275.760,5.724.429.871.317.700,12.946.751.879.579.900,2,0
10.112.267.612.279.000,6.409.471.103.617.540,34.102.379.522.203.100,7.389.860.528.233.720,0,0
8.410.680.611.499.740,5.961.426.495.498.960,1.334.681.213.194.260,6.005.944.533.938.780,1,0
70.096.913.145.912,7.395.811.772.217.420,30.618.375.014.377,8.256.490.241.509.300,2,0
7.276.300.636.419.350,21.096.989.061.995.000,6.832.982.893.993.470,48.096.297.945.230.100,0,0
8.218.600.592.903.560,841.622.007.542.774,23.103.006.977.322.700,4.484.241.633.117.710,0,0
7.062.422.271.564.960,30.353.805.533.004.200,4.176.227.765.687.200,6.007.480.634.900.490,0,0
8.134.878.064.189.970,843.812.863.658.306,20.378.258.905.125.900,4.514.071.457.996.910,0,0
8.483.771.408.519.190,46.032.905.064.276.500,11.632.436.139.331.800,29.499.299.273.533.700,1,0
9.866.395.785.011.750,2.175.879.399.316.440,1.863.526.697.861.400,42.751.887.138.842.000,1,0
37.427.079.575.612.000,133.778.144.993.968,23.100.355.860.634.300,1.124.465.313.862.800,1,0
3.706.421.470.668.900,9.533.071.675.823.720,22.270.808.849.034.200,11.321.881.981.452.300,0,0
8.127.995.672.575.020,7.266.558.758.115.670,-2.967.349.184.304.650,5.244.325.937.184.760,0,0
9.472.485.773.838.580,19.909.341.993.592.500,36.429.198.121.309.300,5.363.130.802.983.140,0,0
986.001.063.822.871,347.822.347.433.046,2.779.537.670.753.790,49.851.860.923.805.800,0,0
7.533.781.852.589.410,62.023.484.896.112.000,38.358.973.954.687.400,50.238.908.349.726.100,2,0
3.762.595.855.309.150,54.480.108.527.609.800,8.228.608.296.893.670,10.012.571.637.868.000,6,0
8.350.071.669.866.870,12.564.349.241.231.300,583.606.526.801.563,44.272.570.697.505.500,0,0
7.771.469.159.274.360,28.972.798.373.821.400,17.507.349.986.215.700,43.497.855.663.963.800,1,1
55.840.424.973.580.500,23.875.177.108.602.400,3.915.910.777.733.070,18.114.045.016.945.400,2,1
4.242.220.092.469.760,21.354.285.449.034.100,34.656.713.986.238.600,17.165.666.585.774.300,1,0
906.354.385.094.736,411.144.336.479.987,13.812.344.870.116.500,5.942.465.745.683.020,0,0
11.119.748.230.615.100,7.040.314.525.916.560,1.556.230.121.413.670,5.764.778.611.445.310,1,0
49.262.510.429.085.900,21.745.293.221.723.500,3.970.694.768.500.330,19.825.737.865.001.400,2,0
11.353.644.767.419.000,3.666.788.797.029.810,38.779.377.589.989.500,44.781.424.178.906.300,0,0
4.686.606.419.941.260,3.909.174.268.411.620,82.456.662.159.709,18.534.075.054.749.700,7,0
5.630.327.568.183.730,9.764.565.294.354.100,-11.929.459.166.287.200,3.493.297.578.994.550,0,0
11.881.791.626.807.100,9.546.663.568.790.680,-55.070.096.689.798.500,6.002.347.834.484.650,0,0
11.752.624.677.710.400,8.001.375.827.520.750,7.175.602.282.871.260,4.835.278.085.907.560,1,1
6.492.103.021.160.630,24.165.892.081.918.500,33.643.028.866.890.400,8.681.320.977.120.790,4,0
7.460.448.792.654.230,6.803.731.409.166.960,5.832.387.361.256.670,4.900.490.356.400.750,0,0
58.336.876.509.715.900,31.690.413.772.062.400,58.986.718.705.703.100,14.729.620.783.921.600,0,0
9.621.725.484.745.410,26.679.454.943.383.000,6.141.593.552.845.480,5.043.369.430.893.650,0,0
3.748.705.795.237.040,5.059.258.001.463.930,8.324.338.097.511.240,12.923.861.577.568.700,6,0
28.571.208.628.186.000,777.727.910.067.793,23.183.713.819.906.800,616.197.277.938.186,2,0
8.685.991.281.894.600,858.322.938.878.858,48.250.846.201.952.300,2.764.285.996.778.010,0,0
22.359.583.851.945.200,8.448.640.854.105.080,13.581.171.056.010.700,5.139.748.840.453.430,0,1
9.632.225.394.406.110,35.967.556.122.306.700,6.056.779.880.500.160,4.844.134.687.909.500,1,0
12.154.474.689.816.300,6.872.343.434.606.820,21.357.441.996.834.700,4.775.181.659.485.360,0,0
9.698.788.267.076.390,31.283.419.752.422.000,13.382.826.714.625.600,43.727.797.029.945.700,0,0
4.315.991.195.057.610,6.090.554.323.518.270,14.100.508.550.779.600,521.787.980.412.092,0,0
8.911.431.136.980.710,7.015.652.656.029.420,1.567.661.177.553.790,50.732.842.998.282.200,0,0
5.277.011.090.862.990,9.827.552.569.787.840,4.361.757.928.377.480,19.410.556.776.512.100,1,0
9.929.647.961.193.000,4.091.825.874.584.880,370.740.208.517.552,5.412.720.630.372.950,1,0
7.379.656.473.539.880,32.937.926.930.207.500,30.819.992.934.705.600,45.718.717.880.844.900,1,0
5.538.542.844.013.200,6.933.775.385.188.520,5.764.490.403.397.730,17.488.564.512.010.100,1,0
969.302.535.619.099,7.662.454.727.603.780,5.056.455.093.770.820,638.037.076.648.981,0,0
5.230.978.441.701.480,30.409.463.597.128.300,6.217.539.325.472.040,2.016.451.234.124.090,3,1
